case_id,merchant_id,customer_id,domain,amount,decline_reason,attempts_used,account_age_days,previous_failures,previous_recoveries,prior_recovery_rate,day_of_week,hour,issuer,bin_bucket,fatigue_score,treatment,recovered,time_to_recovery_hours
case_04f166c9464a,merch_fit_box,cust_544593,subscription,1370.59,upi_pin_timeout,1,343,0,0,0.0,1,18,AXIS,upi_standard,0.2013,no_action,1,2.95
case_036e65c73982,merch_trend_hub,cust_748647,ecommerce,1107.26,authentication_failed,1,98,1,2,0.6667,4,10,OTHER,rupay,0.2275,no_action,0,
case_02a536ccadcf,merch_trend_hub,cust_678365,ecommerce,1381.32,insufficient_funds,3,280,2,3,0.6,5,8,SBI,classic,0.5773,voice_call,0,
case_00d3aca33256,merch_nexus_quest,cust_913048,gaming,1573.78,technical_gateway_error,2,237,3,0,0.0,5,17,HDFC,corporate,0.5548,incentive_link,0,
case_05c6bbc55019,merch_dev_stack,cust_545860,b2b_saas,3177.8,insufficient_funds,2,226,3,2,0.4,6,6,HDFC,signature,0.609,email,1,1.35
case_013a34ee6e68,merch_urban_mart,cust_843558,ecommerce,1258.56,insufficient_funds,1,95,1,1,0.5,2,6,OTHER,platinum,0.0812,incentive_link,1,2.44
case_01074180bfe5,merch_skill_core,cust_640859,education,3095.56,authentication_failed,1,72,2,1,0.3333,6,8,SBI,platinum,0.2558,no_action,0,
case_04cc910d59ff,merch_stream_pass,cust_643436,subscription,812.0,insufficient_funds,1,87,3,0,0.0,5,0,HDFC,classic,0.461,whatsapp_nudge,0,
case_014724514aa8,merch_quick_bite,cust_237532,food_delivery,354.78,insufficient_funds,1,510,2,0,0.0,0,17,KOTAK,classic,0.2446,voice_call,0,
case_00dd85226f80,merch_blitz_retail,cust_508685,ecommerce,1771.19,authentication_failed,1,245,1,2,0.6667,6,12,ICICI,platinum,0.1448,whatsapp_nudge,0,
case_0288dc7b0765,merch_blitz_retail,cust_841098,ecommerce,474.02,authentication_failed,1,176,1,1,0.5,5,18,HDFC,platinum,0.1202,incentive_link,1,5.23
case_00c3b5989a94,merch_nexus_quest,cust_400380,gaming,402.42,upi_pin_timeout,3,57,3,4,0.5714,4,10,SBI,rupay,0.7183,whatsapp_nudge,0,
case_059865d01e74,merch_style_kart,cust_305110,ecommerce,446.84,upi_pin_timeout,2,561,1,0,0.0,2,3,SBI,platinum,0.5275,whatsapp_nudge,1,1.09
case_0185cd9a556d,merch_urban_mart,cust_512022,ecommerce,351.85,insufficient_funds,1,433,3,2,0.4,1,3,AXIS,classic,0.3819,retry_only,0,
case_04b9a8472b65,merch_data_weave,cust_711046,b2b_saas,3885.78,insufficient_funds,2,123,0,1,1.0,6,15,ICICI,platinum,0.4247,email,0,
case_037cc60bbe3d,merch_urban_mart,cust_586188,ecommerce,627.15,upi_pin_timeout,1,62,0,0,0.0,4,8,ICICI,platinum,0.168,retry_only,0,
case_0442d1749119,merch_quick_bite,cust_906045,food_delivery,386.64,user_cancelled_checkout,1,630,2,0,0.0,5,8,AXIS,classic,0.4457,whatsapp_nudge,0,
case_0212c2a575dd,merch_edupath,cust_332251,education,2892.33,technical_gateway_error,1,204,2,1,0.3333,6,17,ICICI,classic,0.3237,retry_only,1,0.05
case_020db1d2bf3e,merch_trend_hub,cust_598967,ecommerce,1084.26,insufficient_funds,1,707,3,2,0.4,0,16,ICICI,classic,0.4686,whatsapp_nudge,0,
case_05d34e997bc1,merch_game_loot,cust_854576,gaming,538.67,authentication_failed,1,151,1,0,0.0,4,2,OTHER,signature,0.409,whatsapp_nudge,1,0.33
case_0359dd93be38,merch_urban_mart,cust_393695,ecommerce,14780.62,card_limit_exceeded,1,165,2,1,0.3333,4,22,OTHER,signature,0.2701,voice_call,0,
case_02e2b3d51807,merch_urban_mart,cust_218954,ecommerce,2124.36,insufficient_funds,2,320,0,1,1.0,6,0,HDFC,classic,0.2289,whatsapp_nudge,0,
case_03ec354164f1,merch_quick_bite,cust_861684,food_delivery,502.68,insufficient_funds,1,272,0,0,0.0,1,7,ICICI,classic,0.1976,whatsapp_nudge,0,
case_00c90b075286,merch_blitz_retail,cust_462639,ecommerce,1123.27,insufficient_funds,1,173,1,1,0.5,4,4,KOTAK,platinum,0.1301,no_action,0,
case_01a2ca0279cb,merch_trend_hub,cust_213289,ecommerce,2803.57,card_limit_exceeded,3,391,1,0,0.0,2,1,HDFC,signature,0.5839,retry_only,0,
case_0245177e671e,merch_edupath,cust_315286,education,4968.71,technical_gateway_error,1,219,5,2,0.2857,3,4,ICICI,upi_standard,0.6267,retry_only,1,0.02
case_054fce1d08cf,merch_blitz_retail,cust_767301,ecommerce,5676.56,user_cancelled_checkout,1,91,2,1,0.3333,5,2,KOTAK,corporate,0.4744,whatsapp_nudge,1,1.77
case_05a318e5214a,merch_acad_plus,cust_627614,education,4291.54,card_limit_exceeded,1,254,2,2,0.5,6,19,SBI,signature,0.1796,incentive_link,0,
case_0327f34c54eb,merch_chef_cart,cust_181313,food_delivery,350.32,insufficient_funds,1,269,1,1,0.5,0,5,CITI,platinum,0.2207,email,0,
case_048a1647984f,merch_play_arena,cust_145008,gaming,265.71,upi_pin_timeout,2,226,3,3,0.5,6,0,ICICI,platinum,0.6061,email,0,
case_0475a77112cd,merch_skytrip,cust_380571,travel,37696.89,authentication_failed,1,30,2,3,0.6,2,10,HDFC,classic,0.2618,whatsapp_nudge,0,
case_0378e1e315e5,merch_cloud_scale,cust_588461,b2b_saas,8027.27,upi_pin_timeout,4,230,2,1,0.3333,0,22,CITI,classic,0.7454,email,1,15.74
case_05058355176c,merch_acad_plus,cust_679527,education,1473.38,technical_gateway_error,2,44,3,0,0.0,6,16,HDFC,classic,0.6775,retry_only,1,0.19
case_00bcd8a30883,merch_nexus_quest,cust_962895,gaming,852.08,technical_gateway_error,1,301,4,1,0.2,0,20,AXIS,platinum,0.4714,retry_only,1,0.12
case_00eb506c8477,merch_play_arena,cust_624035,gaming,165.13,insufficient_funds,2,179,1,0,0.0,4,3,ICICI,classic,0.4301,email,0,
case_055f470581d8,merch_blitz_retail,cust_839931,ecommerce,754.54,technical_gateway_error,1,207,1,1,0.5,2,6,OTHER,classic,0.1651,retry_only,0,
case_04abba92a5eb,merch_data_weave,cust_649206,b2b_saas,11986.28,user_cancelled_checkout,1,214,0,1,1.0,4,16,ICICI,classic,0.0,email,1,4.97
case_028067c40ffb,merch_acad_plus,cust_778497,education,4168.17,insufficient_funds,1,355,1,1,0.5,6,2,KOTAK,rupay,0.208,whatsapp_nudge,0,
case_028a0c2e39b6,merch_style_kart,cust_899300,ecommerce,1035.78,technical_gateway_error,1,9,3,1,0.25,4,6,SBI,platinum,0.4493,email,0,
case_02b7c8d59820,merch_voyage_air,cust_365256,travel,10877.69,insufficient_funds,2,973,2,2,0.5,3,8,SBI,platinum,0.4698,email,1,7.77
case_0403b1788360,merch_trend_hub,cust_947332,ecommerce,26779.97,insufficient_funds,2,402,3,0,0.0,6,18,SBI,platinum,0.6197,email,0,
case_02d97c20163e,merch_cloud_scale,cust_813523,b2b_saas,46346.37,insufficient_funds,1,27,1,0,0.0,3,23,AXIS,signature,0.2236,voice_call,0,
case_035f12a6b2e5,merch_skytrip,cust_278833,travel,3150.58,technical_gateway_error,1,454,1,0,0.0,0,17,HDFC,classic,0.3302,whatsapp_nudge,1,0.84
case_04088c106197,merch_cloud_scale,cust_458974,b2b_saas,10928.78,insufficient_funds,1,352,2,1,0.3333,5,21,ICICI,upi_standard,0.2894,email,1,5.81
case_02f1d4f9bc90,merch_nexus_quest,cust_718763,gaming,506.88,upi_pin_timeout,1,349,3,3,0.5,2,13,AXIS,rupay,0.3928,incentive_link,0,
case_013091ee8088,merch_dev_stack,cust_434017,b2b_saas,134713.62,card_limit_exceeded,1,218,0,0,0.0,0,15,HDFC,corporate,0.2391,voice_call,0,
case_045c5d854cf2,merch_dev_stack,cust_176645,b2b_saas,1554.86,insufficient_funds,1,185,2,2,0.5,2,7,ICICI,classic,0.3492,whatsapp_nudge,0,
case_049864d246c9,merch_fit_box,cust_795242,subscription,433.18,technical_gateway_error,2,392,2,1,0.3333,5,16,HDFC,classic,0.5792,retry_only,1,0.07
case_00fae6828e86,merch_quick_bite,cust_703088,food_delivery,415.11,insufficient_funds,3,119,1,0,0.0,2,14,ICICI,upi_standard,0.6635,no_action,0,
case_04951a1d9830,merch_dev_stack,cust_311594,b2b_saas,6503.24,authentication_failed,1,203,1,0,0.0,5,16,SBI,corporate,0.2601,incentive_link,0,
case_0109575b6083,merch_fit_box,cust_309763,subscription,800.32,authentication_failed,2,276,1,1,0.5,4,1,SBI,platinum,0.5337,no_action,0,
case_0154bfdab860,merch_style_kart,cust_293814,ecommerce,4274.97,upi_pin_timeout,1,107,2,0,0.0,1,13,SBI,platinum,0.3446,no_action,0,
case_04b4e9a25cb3,merch_quick_bite,cust_348012,food_delivery,671.43,authentication_failed,2,105,7,5,0.4167,2,21,SBI,classic,0.7997,incentive_link,0,
case_030ce89567cc,merch_blitz_retail,cust_312509,ecommerce,534.26,technical_gateway_error,1,53,1,1,0.5,5,13,ICICI,upi_standard,0.2372,retry_only,1,0.11
case_024fe75a7dae,merch_style_kart,cust_432864,ecommerce,861.15,upi_pin_timeout,1,10,5,5,0.5,4,18,SBI,corporate,0.6081,email,0,
case_03fab7d6701c,merch_trend_hub,cust_796501,ecommerce,2192.75,upi_pin_timeout,1,150,1,1,0.5,1,22,SBI,rupay,0.1648,email,0,
case_00b75535b5d1,merch_voyage_air,cust_674736,travel,3142.08,card_limit_exceeded,1,328,2,1,0.3333,3,19,KOTAK,platinum,0.1164,voice_call,1,2.2
case_013118417296,merch_data_weave,cust_236104,b2b_saas,14480.26,upi_pin_timeout,1,65,2,0,0.0,3,12,CITI,rupay,0.2377,whatsapp_nudge,0,
case_0517c3eb2515,merch_dev_stack,cust_710921,b2b_saas,16021.01,technical_gateway_error,4,70,2,2,0.5,2,4,HDFC,signature,0.952,voice_call,0,
case_01f695d6b5ef,merch_flow_ops,cust_587366,b2b_saas,75581.15,technical_gateway_error,2,366,2,1,0.3333,4,1,KOTAK,classic,0.5786,voice_call,0,
case_01b37fba9f25,merch_trend_hub,cust_704776,ecommerce,380.88,upi_pin_timeout,1,109,3,1,0.25,0,22,OTHER,platinum,0.2775,retry_only,0,
case_03ed20302a68,merch_stream_pass,cust_157263,subscription,1127.86,upi_pin_timeout,1,78,3,1,0.25,5,12,ICICI,classic,0.2996,voice_call,0,
case_0202e02f4df5,merch_cloud_scale,cust_971339,b2b_saas,13995.91,insufficient_funds,2,135,0,0,0.0,0,7,AXIS,classic,0.3663,email,0,
case_01e665b98893,merch_quick_bite,cust_298818,food_delivery,255.31,card_limit_exceeded,1,150,1,1,0.5,3,18,SBI,platinum,0.1721,retry_only,0,
case_02854a145631,merch_style_kart,cust_768154,ecommerce,3265.89,upi_pin_timeout,2,306,1,2,0.6667,3,18,SBI,classic,0.4433,whatsapp_nudge,0,
case_05b5e353751d,merch_style_kart,cust_855223,ecommerce,1726.05,upi_pin_timeout,2,571,2,1,0.3333,6,15,HDFC,classic,0.6163,incentive_link,1,0.32
case_02fb8c084914,merch_skytrip,cust_455580,travel,12166.45,insufficient_funds,1,300,2,1,0.3333,0,10,HDFC,upi_standard,0.1945,voice_call,1,0.38
case_05eac66aa76a,merch_edupath,cust_787815,education,12207.94,technical_gateway_error,1,4,1,1,0.5,0,12,HDFC,corporate,0.0877,email,0,
case_054ed4812b3c,merch_skill_core,cust_939835,education,4934.44,technical_gateway_error,1,16,2,0,0.0,6,22,ICICI,signature,0.356,no_action,0,
case_01603d8e9065,merch_feast_now,cust_306370,food_delivery,468.94,technical_gateway_error,1,320,1,0,0.0,0,1,ICICI,classic,0.1141,retry_only,0,
case_0400326154db,merch_fit_box,cust_976772,subscription,1137.72,card_limit_exceeded,1,90,1,0,0.0,2,2,HDFC,classic,0.295,voice_call,0,
case_03b7d76c21be,merch_trend_hub,cust_552176,ecommerce,1010.25,user_cancelled_checkout,1,483,1,1,0.5,5,1,HDFC,platinum,0.2175,whatsapp_nudge,1,0.18
case_04e438a15772,merch_cloud_scale,cust_363299,b2b_saas,5110.9,user_cancelled_checkout,2,16,2,1,0.3333,0,3,KOTAK,rupay,0.6232,voice_call,0,
case_059e95be95dd,merch_urban_mart,cust_641026,ecommerce,4255.67,authentication_failed,2,77,4,5,0.5556,3,17,SBI,corporate,0.7437,voice_call,0,
case_04b4644ba588,merch_play_arena,cust_557098,gaming,735.78,upi_pin_timeout,1,118,3,3,0.5,6,6,ICICI,upi_standard,0.2269,voice_call,0,
case_04e4ab3a13c6,merch_blitz_retail,cust_530853,ecommerce,896.66,authentication_failed,1,40,3,4,0.5714,2,22,HDFC,classic,0.3625,no_action,0,
case_032d637fc16f,merch_stream_pass,cust_479106,subscription,680.1,user_cancelled_checkout,1,9,4,3,0.4286,3,4,SBI,corporate,0.4793,incentive_link,1,2.32
case_03526db0bc78,merch_edupath,cust_952904,education,11518.23,insufficient_funds,3,41,2,0,0.0,0,21,HDFC,platinum,0.8555,whatsapp_nudge,0,
case_027be3de10a9,merch_skytrip,cust_374948,travel,16334.26,upi_pin_timeout,1,216,1,1,0.5,6,22,HDFC,upi_standard,0.2187,no_action,1,7.51
case_05f3c1a6ad2c,merch_trend_hub,cust_890119,ecommerce,466.7,upi_pin_timeout,2,146,2,0,0.0,4,18,OTHER,rupay,0.4747,whatsapp_nudge,1,0.94
case_017aa46f0153,merch_blitz_retail,cust_567323,ecommerce,5220.96,technical_gateway_error,1,134,2,2,0.5,6,16,HDFC,classic,0.2159,whatsapp_nudge,0,
case_0098f54a5b92,merch_flow_ops,cust_804838,b2b_saas,6235.92,upi_pin_timeout,1,757,0,0,0.0,6,4,AXIS,corporate,0.2777,voice_call,1,1.01
case_0243dcdf5839,merch_blitz_retail,cust_730228,ecommerce,707.78,upi_pin_timeout,1,640,2,1,0.3333,0,1,KOTAK,signature,0.334,email,0,
case_03e88b4c5ee9,merch_cloud_scale,cust_496056,b2b_saas,39810.31,upi_pin_timeout,1,610,2,2,0.5,0,22,SBI,classic,0.2552,voice_call,0,
case_0207c82732b9,merch_stream_pass,cust_487960,subscription,1104.11,technical_gateway_error,1,126,1,0,0.0,5,2,KOTAK,upi_standard,0.3427,retry_only,1,0.08
case_04edfa9b18c4,merch_stream_pass,cust_772831,subscription,1178.7,technical_gateway_error,1,316,4,3,0.4286,2,1,HDFC,rupay,0.4438,incentive_link,0,
case_05557be9b2b4,merch_news_wire,cust_692323,subscription,2356.45,user_cancelled_checkout,2,213,1,0,0.0,4,10,SBI,signature,0.4328,email,0,
case_0205a3661008,merch_cloud_scale,cust_608225,b2b_saas,4687.15,insufficient_funds,1,551,2,3,0.6,1,4,KOTAK,rupay,0.2958,no_action,0,
case_00ca89983e4b,merch_urban_mart,cust_137793,ecommerce,998.8,card_limit_exceeded,1,120,1,1,0.5,2,22,AXIS,classic,0.1405,retry_only,0,
case_0569f7d611b3,merch_dev_stack,cust_292336,b2b_saas,10692.73,insufficient_funds,2,160,2,1,0.3333,1,2,ICICI,rupay,0.5823,voice_call,0,
case_044e84cc374c,merch_blitz_retail,cust_551986,ecommerce,11963.58,user_cancelled_checkout,1,326,1,2,0.6667,1,20,AXIS,classic,0.241,incentive_link,0,
case_037413f20667,merch_skytrip,cust_170537,travel,6979.58,card_limit_exceeded,1,260,3,2,0.4,1,0,AXIS,classic,0.3795,incentive_link,1,3.21
case_0353cb4e5cb8,merch_flow_ops,cust_922157,b2b_saas,8764.47,technical_gateway_error,2,150,1,0,0.0,0,0,HDFC,corporate,0.5274,retry_only,1,0.03
case_0243c4e01dee,merch_nexus_quest,cust_281625,gaming,489.38,insufficient_funds,4,252,1,1,0.5,2,11,KOTAK,rupay,0.7765,incentive_link,0,
case_019bcecf71da,merch_urban_mart,cust_683515,ecommerce,3064.09,card_limit_exceeded,2,338,1,0,0.0,2,19,AXIS,signature,0.4855,whatsapp_nudge,1,0.42
case_0377f86471f4,merch_game_loot,cust_717459,gaming,300.34,technical_gateway_error,3,277,1,1,0.5,2,17,SBI,rupay,0.7302,incentive_link,0,
case_04953f7aba5b,merch_skill_core,cust_429707,education,2269.2,technical_gateway_error,2,711,2,1,0.3333,1,13,ICICI,platinum,0.4426,voice_call,0,
case_01a906821442,merch_edupath,cust_488718,education,4680.96,upi_pin_timeout,2,136,0,0,0.0,1,22,ICICI,platinum,0.2217,voice_call,0,
case_00abf1a62072,merch_cloud_scale,cust_240626,b2b_saas,3282.97,authentication_failed,1,213,2,1,0.3333,4,15,CITI,platinum,0.3274,no_action,0,
case_00b60fd8312c,merch_urban_mart,cust_655646,ecommerce,662.08,technical_gateway_error,1,23,1,0,0.0,4,14,SBI,corporate,0.2975,retry_only,1,0.02
case_00b3e33d6f49,merch_dev_stack,cust_467470,b2b_saas,14758.89,insufficient_funds,1,410,2,2,0.5,4,8,ICICI,upi_standard,0.3656,voice_call,0,
case_04164c48267b,merch_blitz_retail,cust_972563,ecommerce,3535.08,insufficient_funds,3,180,1,1,0.5,4,1,HDFC,corporate,0.5715,email,0,
case_010bad5a5056,merch_stay_luxe,cust_717242,travel,13861.75,upi_pin_timeout,1,655,2,1,0.3333,4,12,SBI,rupay,0.3557,incentive_link,1,1.39
case_04edf2fc7d36,merch_news_wire,cust_360516,subscription,1184.04,user_cancelled_checkout,1,20,1,0,0.0,4,17,HDFC,classic,0.1663,no_action,0,
case_01d0dca0277c,merch_stay_luxe,cust_682820,travel,8210.73,technical_gateway_error,1,459,3,0,0.0,5,20,HDFC,upi_standard,0.5422,email,0,
case_00c72a1691c6,merch_trend_hub,cust_397676,ecommerce,2213.96,upi_pin_timeout,1,560,1,0,0.0,1,13,SBI,classic,0.2746,whatsapp_nudge,1,0.79
case_02a7d7059f84,merch_cloud_scale,cust_758011,b2b_saas,6801.14,upi_pin_timeout,2,356,2,0,0.0,1,12,HDFC,classic,0.4639,retry_only,0,
case_05acfb5c84de,merch_news_wire,cust_380636,subscription,430.91,upi_pin_timeout,1,38,1,0,0.0,2,21,SBI,classic,0.1239,incentive_link,0,
case_00fcd90c53b9,merch_trend_hub,cust_250167,ecommerce,1826.48,card_limit_exceeded,1,65,1,1,0.5,2,0,ICICI,platinum,0.1251,whatsapp_nudge,0,
case_03f6ac971d5d,merch_acad_plus,cust_867278,education,4346.92,insufficient_funds,3,6,2,3,0.6,4,1,HDFC,rupay,0.6664,no_action,0,
case_040e9be8708d,merch_game_loot,cust_587421,gaming,360.75,insufficient_funds,2,58,5,1,0.1667,0,4,HDFC,platinum,0.8539,no_action,0,
case_0217363c468a,merch_style_kart,cust_567947,ecommerce,7147.93,card_limit_exceeded,3,49,1,0,0.0,2,5,ICICI,rupay,0.647,whatsapp_nudge,0,
case_05944b1e391f,merch_skill_core,cust_939173,education,8597.04,upi_pin_timeout,1,37,2,1,0.3333,3,0,SBI,platinum,0.2878,email,0,
case_048c4c9703d4,merch_acad_plus,cust_914055,education,2209.4,upi_pin_timeout,1,786,4,2,0.3333,3,7,HDFC,classic,0.4374,email,1,1.24
case_03990546479a,merch_quick_bite,cust_448350,food_delivery,808.43,authentication_failed,3,14,1,1,0.5,2,1,ICICI,classic,0.5668,whatsapp_nudge,0,
case_01dc4dd463ad,merch_trend_hub,cust_824178,ecommerce,6786.33,upi_pin_timeout,1,187,0,1,1.0,0,9,CITI,classic,0.0,retry_only,0,
case_01d30b11bca7,merch_stream_pass,cust_967683,subscription,1641.72,technical_gateway_error,2,184,1,0,0.0,3,14,ICICI,platinum,0.3428,voice_call,1,2.35
case_04f2cc2a9ebc,merch_play_arena,cust_295679,gaming,306.99,technical_gateway_error,1,37,2,3,0.6,4,17,ICICI,signature,0.2087,no_action,0,
case_0480cf2b1bd2,merch_play_arena,cust_395886,gaming,591.62,user_cancelled_checkout,2,83,4,3,0.4286,4,22,ICICI,classic,0.7216,no_action,0,
case_03350673bf77,merch_urban_mart,cust_406217,ecommerce,1553.67,insufficient_funds,1,231,1,1,0.5,2,22,HDFC,classic,0.3025,email,0,
case_046953054ced,merch_skytrip,cust_399049,travel,3344.56,technical_gateway_error,2,422,0,0,0.0,6,3,SBI,platinum,0.4013,voice_call,0,
case_0099b867182f,merch_trend_hub,cust_528454,ecommerce,4341.39,upi_pin_timeout,1,495,1,1,0.5,0,10,CITI,platinum,0.2194,email,1,0.7
case_035ce2d980d0,merch_edupath,cust_389402,education,4061.26,technical_gateway_error,1,252,1,0,0.0,0,19,HDFC,corporate,0.1547,retry_only,1,0.06
case_01f9ae418c8f,merch_blitz_retail,cust_215054,ecommerce,1673.61,insufficient_funds,1,356,3,0,0.0,0,16,ICICI,classic,0.5657,voice_call,0,
case_0369be0033a9,merch_quick_bite,cust_577315,food_delivery,400.26,authentication_failed,1,609,2,0,0.0,3,17,SBI,rupay,0.4586,email,0,
case_029a5e9e19a9,merch_stay_luxe,cust_218954,travel,3757.18,upi_pin_timeout,3,94,2,1,0.3333,6,11,OTHER,classic,0.6957,retry_only,0,
case_015aaf0c5cec,merch_quick_bite,cust_743272,food_delivery,154.35,technical_gateway_error,1,426,1,1,0.5,2,17,ICICI,platinum,0.1907,retry_only,1,0.13
case_0565688ea787,merch_trend_hub,cust_884308,ecommerce,997.39,upi_pin_timeout,3,389,2,0,0.0,3,16,ICICI,classic,0.885,whatsapp_nudge,0,
case_02fa4aee6e13,merch_blitz_retail,cust_218996,ecommerce,1285.25,technical_gateway_error,1,195,0,0,0.0,5,9,SBI,signature,0.1844,retry_only,0,
case_023758f62644,merch_data_weave,cust_103826,b2b_saas,40046.61,technical_gateway_error,1,235,3,0,0.0,0,14,HDFC,platinum,0.4597,retry_only,1,0.08
case_01bbf2808b7a,merch_trend_hub,cust_674648,ecommerce,2887.64,technical_gateway_error,1,194,1,0,0.0,3,2,HDFC,upi_standard,0.2656,retry_only,1,0.1
case_0144bd83bb67,merch_voyage_air,cust_988573,travel,1616.96,insufficient_funds,1,384,0,0,0.0,5,15,HDFC,signature,0.1252,retry_only,0,
case_05e7038a0abb,merch_acad_plus,cust_403423,education,3380.29,technical_gateway_error,2,50,2,1,0.3333,5,15,HDFC,platinum,0.4751,retry_only,1,0.03
case_016800a1b5d2,merch_voyage_air,cust_762066,travel,8801.93,authentication_failed,1,7,2,2,0.5,0,10,SBI,upi_standard,0.1849,incentive_link,1,1.48
case_026deb259cd6,merch_trend_hub,cust_884351,ecommerce,927.1,insufficient_funds,1,47,3,1,0.25,0,4,SBI,classic,0.4774,retry_only,0,
case_02314d2b7ad2,merch_stream_pass,cust_899884,subscription,1506.5,upi_pin_timeout,2,478,1,1,0.5,6,10,HDFC,platinum,0.361,incentive_link,0,
case_00bad2c834b9,merch_acad_plus,cust_424567,education,3203.15,bank_downtime,1,92,1,0,0.0,6,10,HDFC,classic,0.2148,whatsapp_nudge,0,
case_04162423804c,merch_game_loot,cust_293354,gaming,1007.81,insufficient_funds,2,258,1,1,0.5,6,6,ICICI,upi_standard,0.1753,no_action,0,
case_022d8cd510d8,merch_dev_stack,cust_311649,b2b_saas,12622.53,card_limit_exceeded,2,300,2,2,0.5,5,4,ICICI,upi_standard,0.4002,incentive_link,0,
case_05602d003df3,merch_game_loot,cust_654088,gaming,1401.03,authentication_failed,1,87,1,1,0.5,2,8,ICICI,rupay,0.1077,incentive_link,0,
case_02e0e25ab8c5,merch_quick_bite,cust_464722,food_delivery,739.74,user_cancelled_checkout,1,18,1,2,0.6667,4,0,ICICI,rupay,0.1929,whatsapp_nudge,0,
case_045a2e6badf5,merch_feast_now,cust_304111,food_delivery,165.61,insufficient_funds,1,7,1,1,0.5,5,18,OTHER,signature,0.1379,whatsapp_nudge,0,
case_04633ea64035,merch_news_wire,cust_703888,subscription,550.76,authentication_failed,2,5,3,1,0.25,4,1,HDFC,classic,0.7385,whatsapp_nudge,0,
case_022929173633,merch_blitz_retail,cust_719488,ecommerce,1168.33,card_limit_exceeded,2,196,3,3,0.5,5,9,HDFC,platinum,0.4574,email,0,
case_01a9f0f73e46,merch_data_weave,cust_641575,b2b_saas,10824.01,upi_pin_timeout,1,403,2,0,0.0,4,14,KOTAK,classic,0.3487,email,0,
case_0458c4963e4e,merch_edupath,cust_874675,education,3971.55,upi_pin_timeout,1,267,2,0,0.0,1,12,SBI,classic,0.2644,email,0,
case_02daa12dbea3,merch_style_kart,cust_551106,ecommerce,4248.41,upi_pin_timeout,1,61,2,1,0.3333,3,3,SBI,platinum,0.3157,whatsapp_nudge,0,
case_056a935434e4,merch_trend_hub,cust_500378,ecommerce,851.74,authentication_failed,1,161,2,0,0.0,0,12,AXIS,classic,0.2202,whatsapp_nudge,1,0.25
case_058ea9deb7d3,merch_blitz_retail,cust_531291,ecommerce,797.31,upi_pin_timeout,2,382,1,1,0.5,5,10,HDFC,signature,0.2933,incentive_link,1,7.57
case_009d988383ef,merch_style_kart,cust_992442,ecommerce,690.01,technical_gateway_error,1,106,1,1,0.5,0,3,ICICI,classic,0.1614,retry_only,1,0.14
case_02efa58570ae,merch_acad_plus,cust_444531,education,1849.28,technical_gateway_error,3,284,0,0,0.0,3,11,ICICI,classic,0.3536,email,0,
case_03d20b6c6dcb,merch_voyage_air,cust_359965,travel,8392.82,authentication_failed,1,160,0,1,1.0,5,12,HDFC,platinum,0.0198,voice_call,0,
case_02d60cb53a73,merch_voyage_air,cust_127166,travel,8388.77,insufficient_funds,1,200,3,1,0.25,5,17,KOTAK,classic,0.4561,voice_call,0,
case_01e44f51143b,merch_voyage_air,cust_708644,travel,5988.7,card_limit_exceeded,1,260,2,1,0.3333,0,4,HDFC,platinum,0.3557,incentive_link,1,12.19
case_030696525b12,merch_trend_hub,cust_517388,ecommerce,953.78,authentication_failed,1,72,1,1,0.5,0,16,HDFC,upi_standard,0.092,incentive_link,1,5.68
case_05f4cbc596ab,merch_news_wire,cust_695265,subscription,1434.88,technical_gateway_error,1,73,1,1,0.5,0,20,HDFC,platinum,0.117,voice_call,0,
case_00f1f55a2eda,merch_trend_hub,cust_144835,ecommerce,4035.45,insufficient_funds,1,236,1,0,0.0,6,16,OTHER,platinum,0.3075,whatsapp_nudge,0,
case_04ca844454b5,merch_blitz_retail,cust_748143,ecommerce,2095.79,insufficient_funds,2,513,2,1,0.3333,2,14,SBI,upi_standard,0.395,no_action,0,
case_01b1b4b02d2e,merch_acad_plus,cust_298327,education,2394.63,technical_gateway_error,1,662,2,2,0.5,2,0,OTHER,signature,0.3768,voice_call,0,
case_015306b97c8f,merch_play_arena,cust_891603,gaming,155.84,user_cancelled_checkout,2,178,0,0,0.0,6,14,SBI,classic,0.2734,no_action,0,
case_0360c3a7804a,merch_chef_cart,cust_908624,food_delivery,421.73,card_limit_exceeded,2,195,0,0,0.0,2,11,ICICI,classic,0.3859,whatsapp_nudge,0,
case_0408f4b02dc5,merch_edupath,cust_160816,education,19263.45,upi_pin_timeout,1,483,1,0,0.0,5,4,KOTAK,platinum,0.1576,voice_call,0,
case_0292f88408b8,merch_urban_mart,cust_559197,ecommerce,4668.02,technical_gateway_error,1,67,1,2,0.6667,5,18,AXIS,rupay,0.2076,voice_call,1,0.43
case_041202904891,merch_edupath,cust_754891,education,1669.56,upi_pin_timeout,1,300,2,1,0.3333,5,17,HDFC,platinum,0.279,incentive_link,0,
case_051297c6a7b9,merch_acad_plus,cust_438909,education,9469.58,upi_pin_timeout,2,164,1,0,0.0,3,16,AXIS,platinum,0.5017,voice_call,0,
case_04712e402aed,merch_urban_mart,cust_925638,ecommerce,4397.63,authentication_failed,1,671,1,1,0.5,3,12,SBI,rupay,0.1136,retry_only,1,0.03
case_0391f3705e1d,merch_acad_plus,cust_965385,education,3927.01,insufficient_funds,2,182,3,2,0.4,6,19,ICICI,upi_standard,0.6305,voice_call,0,
